id,last_scraped,host_id,latitude,longitude,property_type,accommodates,bedrooms,price
2784096,5/2/16,4743375,34.03718069,-118.3245458,Apartment,8,2,145.00
951044,5/2/16,4743375,34.03641901,-118.3242383,Apartment,2,1,120.00
951058,5/2/16,4743375,34.03815796,-118.3266572,House,2,1,66.00
8880869,5/2/16,46188385,34.0436572,-118.3155953,House,4,3,175.00
11109046,5/2/16,1763193,34.05101652,-118.3225388,Apartment,6,2,165.00
9138432,5/2/16,46188385,34.04247324,-118.3157753,House,2,1,59.00
1273424,5/2/16,6245770,34.04212622,-118.3237542,Apartment,4,1,78.00
4777199,5/2/16,1456157,34.04021096,-118.3151342,Apartment,5,1,200.00
2644961,5/2/16,13538919,34.04872876,-118.3202693,Apartment,4,2,160.00
10235519,5/2/16,41394522,34.03660085,-118.3232937,Apartment,2,1,75.00
6574654,5/2/16,1763193,34.05042395,-118.3243217,Apartment,2,1,80.00
5526921,5/2/16,6829,34.04223098,-118.3292206,House,4,1,55.00
2248523,5/2/16,3541461,34.04779826,-118.3183161,Loft,2,1,49.00
8867000,5/2/16,46188385,34.04347435,-118.3151079,House,2,1,59.00
6261398,5/2/16,25638454,34.04104036,-118.3169507,Apartment,7,3,89.00
300371,5/2/16,1497543,34.04702551,-118.3134333,House,16,1,33.00
15154,5/2/16,59281,34.04939202,-118.3164597,Apartment,2,,100.00
9111410,5/2/16,24336547,34.05154306,-118.3220041,Apartment,2,1,75.00
5909633,5/2/16,6829,34.04362932,-118.3290347,House,5,1,130.00
404795,5/2/16,1497543,34.04564291,-118.3140905,House,16,1,33.00
12591975,5/2/16,68306402,34.04868986,-118.3195794,House,16,10,1300.00
2644412,5/2/16,13538919,34.04922204,-118.3204011,Apartment,2,1,75.00
2430715,5/2/16,12423079,34.05146237,-118.3155209,Apartment,1,1,35.00
404691,5/2/16,1497543,34.04596698,-118.3137861,House,16,1,33.00
1641253,5/2/16,6245770,34.04048555,-118.3210241,House,4,1,46.00
7224956,5/2/16,27715238,34.09934582,-118.1335431,Condominium,2,1,49.00
11617431,5/2/16,57479189,34.0942915,-118.1132821,Villa,2,1,56.00
8344112,5/2/16,43360468,34.0925339,-118.1336817,Apartment,2,2,110.00
5661821,5/2/16,16911832,34.07715999,-118.1572428,House,6,3,116.00
413586,5/2/16,1466173,34.07460703,-118.1368956,House,2,1,49.00
9888779,5/2/16,37362505,34.06987017,-118.1349826,Apartment,9,3,200.00
435885,5/2/16,1466173,34.07401019,-118.1388453,House,2,1,60.00
4259030,5/2/16,18228836,34.08751424,-118.1434065,House,3,1,65.00
7023637,5/2/16,32306869,34.09713334,-118.1315755,Apartment,4,1,49.00
3615602,5/2/16,15677045,34.09659944,-118.134398,Apartment,1,1,42.00
6286975,5/2/16,32682783,34.08906294,-118.142811,Townhouse,2,1,47.00
6378358,5/2/16,33246982,34.08597114,-118.1302089,Apartment,3,1,100.00
7203673,5/2/16,32306869,34.09938241,-118.1310412,Apartment,2,1,30.00
6416498,5/2/16,20672328,34.0921853,-118.1177637,House,2,1,65.00
9824768,5/2/16,50486495,34.07531698,-118.1363946,House,2,1,49.00
4072794,5/2/16,11028275,34.07046176,-118.1224698,House,4,2,75.00
10410020,5/2/16,20423830,34.08716668,-118.1221152,Condominium,6,3,180.00
12762531,5/2/16,46245906,34.07045883,-118.1328927,Apartment,6,1,101.00
7947145,5/2/16,41905610,34.08395145,-118.1090142,Villa,2,1,82.00
3125907,5/2/16,980006,34.08761461,-118.1175527,Apartment,1,1,75.00
6730240,5/2/16,5493138,34.0936501,-118.1306571,Apartment,2,1,88.00
2978553,5/2/16,13245574,34.08612465,-118.1303248,House,2,1,28.00
12496724,5/2/16,54150574,34.08719574,-118.139331,House,3,1,68.00
11672238,5/2/16,19660564,34.09535756,-118.1342898,Condominium,3,1,65.00
8106112,5/2/16,41415651,34.08378484,-118.1312248,House,3,1,58.00
10856494,5/2/16,54794749,34.10030888,-118.1142923,Apartment,7,3,115.00
11773492,5/2/16,27598231,34.09067957,-118.130161,Apartment,6,1,85.00
9564654,5/2/16,49518584,34.06488145,-118.151672,Other,1,1,40.00
11180228,5/2/16,27598231,34.08879323,-118.1317733,Apartment,6,1,75.00
11508488,5/2/16,32682783,34.08929112,-118.1454965,Townhouse,2,1,42.00
6263667,5/2/16,15677045,34.09666803,-118.1334905,Apartment,2,1,40.00
4099964,5/2/16,1466173,34.07324691,-118.1372875,House,1,1,38.00
1412311,5/2/16,5173514,34.0744927,-118.1279003,House,2,1,50.00
11438114,5/2/16,19660564,34.09501371,-118.1347675,Condominium,2,1,60.00
7308568,5/2/16,25372259,34.06430386,-118.1485804,House,4,1,55.00
4031714,5/2/16,11028275,34.07040394,-118.1225806,House,7,3,115.00
3897363,5/2/16,20177365,34.08985702,-118.1241952,House,1,1,65.00
12091666,5/2/16,64694904,34.0874984,-118.1587231,House,6,3,150.00
10125534,5/2/16,26396988,34.06296463,-118.1523666,Villa,2,1,32.00
9928569,5/2/16,51037313,34.10620348,-118.1180095,House,8,3,225.00
11168558,5/2/16,27598231,34.08954978,-118.1323457,Apartment,8,1,80.00
393810,5/2/16,1466173,34.07517489,-118.1367024,House,2,1,49.00
2586819,5/2/16,13245574,34.08350738,-118.1305052,House,3,1,49.00
9092697,5/2/16,46297050,34.09736356,-118.1403737,Apartment,2,0,60.00
11103145,5/2/16,57664594,34.09984925,-118.1371425,House,1,1,25.00
9923414,5/2/16,46242896,34.06280894,-118.1545368,House,2,1,85.00
4616597,5/2/16,11028275,34.06980922,-118.1216917,House,3,1,49.00
4155987,5/2/16,20438160,34.06403876,-118.1498172,House,1,1,55.00
2256092,5/2/16,11521234,34.09646181,-118.1341175,Apartment,2,1,100.00
9199931,5/2/16,47263444,34.09586681,-118.1295824,Apartment,3,1,100.00
11101243,5/2/16,27598231,34.09094881,-118.1306421,Apartment,8,1,83.00
8475318,5/2/16,44633512,34.07020758,-118.1136176,House,2,1,40.00
4805121,5/2/16,9511316,34.09347388,-118.1309337,Condominium,4,2,185.00
9823038,5/2/16,50486495,34.07615052,-118.1363347,House,6,2,108.00
8147758,5/2/16,41415651,34.08376426,-118.1326611,House,2,1,45.00
804614,5/2/16,4080305,34.08930944,-118.1534931,House,8,3,250.00
10502443,5/2/16,54150574,34.08717927,-118.1375821,House,5,2,109.00
7946509,5/2/16,41905610,34.08478198,-118.1090758,Villa,2,1,76.00
10108385,5/2/16,44633512,34.07049292,-118.113424,House,1,1,40.00
3617610,5/2/16,18228836,34.08925214,-118.1449074,Apartment,2,1,60.00
604321,5/2/16,2916726,34.09247953,-118.1180241,Apartment,5,2,85.00
7025105,5/2/16,36824414,34.09116464,-118.1593182,Townhouse,2,1,38.00
11416478,5/2/16,30975474,34.07970454,-118.1238708,Apartment,2,1,46.00
3944291,5/2/16,20438160,34.06408908,-118.1512938,Bungalow,1,1,65.00
9777560,5/2/16,20968627,34.09291193,-118.1306244,Apartment,3,1,135.00
3615496,5/2/16,15677045,34.09543867,-118.1357174,Apartment,3,1,60.00
11412721,5/2/16,59919049,34.06773954,-118.1384861,House,2,1,100.00
4070707,5/2/16,13245574,34.08461073,-118.1307181,House,2,1,30.00
11672215,5/2/16,19660564,34.09348399,-118.1330933,Condominium,2,1,65.00
5184620,5/2/16,3962732,34.09931968,-118.1380814,House,3,1,88.00
1180742,5/2/16,6459967,34.10069908,-118.1261972,House,4,2,130.00
9448893,5/2/16,26396988,34.06429101,-118.1534502,Villa,5,1,59.00
12785422,5/2/16,14930951,34.08650527,-118.130143,House,3,1,34.00
5640425,5/2/16,29231132,34.10621228,-118.1330587,Apartment,3,1,65.00
8001276,5/2/16,42237115,34.08670977,-118.1247338,House,2,1,46.00
3858385,5/2/16,1466173,34.07321691,-118.1372679,House,2,1,38.00
723941,5/2/16,3736617,34.07954626,-118.1424576,Loft,2,1,80.00
4524622,5/2/16,13789616,34.07066442,-118.1346611,Apartment,6,3,260.00
7023661,5/2/16,5493138,34.09341002,-118.1307502,Apartment,2,1,158.00
8822977,5/2/16,46216270,34.09561325,-118.1221209,Townhouse,2,1,70.00
9732346,5/2/16,41415651,34.08330838,-118.1327018,House,2,1,35.00
8127129,5/2/16,36908210,34.10667476,-118.12891,House,2,1,80.00
10682977,5/2/16,55186056,34.06937364,-118.1362918,Apartment,3,0,68.00
10093148,5/2/16,38212803,34.0794045,-118.1370253,Camper/RV,4,0,99.00
734774,5/2/16,3831954,34.04391161,-118.3057027,House,2,1,130.00
300311,5/2/16,1497543,34.04758608,-118.3125266,House,2,1,65.00
8532464,5/2/16,43298643,34.04629802,-118.3129256,Apartment,2,0,60.00
1233275,5/2/16,6474794,34.04869941,-118.3080513,House,2,1,55.00
50358,5/2/16,230943,34.04095468,-118.3065098,House,2,1,50.00
701440,5/2/16,3600272,34.04304297,-118.3074812,House,2,1,55.00
8106479,5/2/16,22265542,34.05185138,-118.3065766,Apartment,2,1,50.00
5288253,5/2/16,27383020,34.03944176,-118.3061113,Bed & Breakfast,16,5,1000.00
300329,5/2/16,1497543,34.04646016,-118.3122053,House,2,1,38.00
300323,5/2/16,1497543,34.04630049,-118.31247,House,16,1,33.00
4297245,5/2/16,2220269,34.04480783,-118.305978,Apartment,5,2,99.00
6327961,5/2/16,3600272,34.04233241,-118.3091156,House,2,1,55.00
9079629,5/2/16,34830470,34.04948028,-118.30349,House,4,1,100.00
35933,5/2/16,154138,34.05275776,-118.3037367,Apartment,3,1,59.00
400478,5/2/16,1497543,34.04595481,-118.3125253,House,16,1,33.00
10370748,5/2/16,9895292,34.05014286,-118.3125287,Apartment,2,1,85.00
1735259,5/2/16,4703753,34.04227122,-118.3048589,House,2,1,80.00
6121930,5/2/16,30906832,34.04560152,-118.3040602,House,3,1,44.00
288779,5/2/16,1497543,34.04708311,-118.3119759,House,2,1,65.00
6044612,5/2/16,27383020,34.03794081,-118.3062242,Bed & Breakfast,5,1,100.00
288061,5/2/16,1497543,34.04722027,-118.3122905,Dorm,2,1,38.00
6644097,5/2/16,22647485,34.0418798,-118.306457,House,7,4,230.00
3166863,5/2/16,13274011,34.04803352,-118.3005748,House,10,3,275.00
10274815,5/2/16,10315628,34.03996971,-118.3035288,House,1,1,35.00
9261924,5/2/16,22180678,34.04846383,-118.3065681,Apartment,2,1,59.00
6765248,5/2/16,735776,34.0413224,-118.3009844,House,1,1,75.00
6044245,5/2/16,27383020,34.03848912,-118.3052776,Bed & Breakfast,5,1,30.00
6044166,5/2/16,30906832,34.04468386,-118.302653,House,2,1,41.00
6044620,5/2/16,27383020,34.03950841,-118.3063014,Bed & Breakfast,3,1,80.00
6044602,5/2/16,27383020,34.03906305,-118.3050325,Bed & Breakfast,6,1,120.00
6303827,5/2/16,30906832,34.04586387,-118.3004245,House,2,1,45.00
72186,5/2/16,230943,34.04079367,-118.3083745,House,2,1,50.00
6018798,5/2/16,27383020,34.03752052,-118.3050767,Bed & Breakfast,4,1,30.00
6425962,5/2/16,27228556,34.03911061,-118.3079432,House,2,1,85.00
10282611,5/2/16,3903741,33.89004635,-118.3356975,House,5,3,122.00
2875250,5/2/16,2215746,33.89321639,-118.328948,House,2,1,70.00
4512980,5/2/16,828729,33.89347926,-118.3302517,House,5,2,115.00
3595432,5/2/16,17838860,33.89708082,-118.3285489,Apartment,2,1,52.00
9718681,5/2/16,50169030,33.88758085,-118.3414336,House,8,3,195.00
6157145,5/2/16,18695661,33.86260058,-118.0847143,House,5,3,98.00
3678954,5/2/16,18695661,33.86441987,-118.0860131,House,4,2,88.00
6305506,5/2/16,29121320,33.91991197,-118.2933128,House,2,1,45.00
3544233,5/2/16,17842347,33.92211049,-118.292852,House,16,7,350.00
8975435,5/2/16,707428,34.16883364,-118.1104724,House,1,1,50.00
4942926,5/2/16,24152678,34.17379273,-118.104312,House,4,2,195.00
450939,5/2/16,2105127,34.19101867,-118.1264555,House,6,3,350.00
63317,5/2/16,308977,34.18118684,-118.1255284,House,2,1,155.00
851587,5/2/16,1181670,34.19545222,-118.1411984,Camper/RV,2,1,98.00
718914,5/2/16,2979644,34.19366213,-118.1208767,House,8,3,250.00
4716603,5/2/16,24367852,34.18291359,-118.1111922,Other,1,1,75.00
9030119,5/2/16,47071108,34.1930296,-118.1647061,House,6,3,89.00
4149780,5/2/16,4482023,34.19903132,-118.1381639,House,2,1,69.00
2222970,5/2/16,11342600,34.20917612,-118.1430302,Bed & Breakfast,3,1,125.00
9299438,5/2/16,2382677,34.19814083,-118.1194175,House,2,1,49.00
6153379,5/2/16,14697473,34.21295591,-118.1614339,Apartment,4,0,175.00
7529232,5/2/16,193739,34.19127624,-118.1387362,Apartment,2,2,59.00
8118089,5/2/16,42868031,34.18090858,-118.1324337,House,2,1,35.00
7398419,5/2/16,36876608,34.18254177,-118.1539228,House,4,2,175.00
4252654,5/2/16,22069336,34.19179084,-118.1286541,House,2,1,115.00
6093649,5/2/16,4482023,34.20060569,-118.14016,House,2,1,69.00
11525048,5/2/16,21498235,34.18916797,-118.1211988,House,7,4,900.00
121717,5/2/16,219283,34.21006584,-118.1642524,House,5,2,208.00
10279512,5/2/16,6135752,34.17602085,-118.099905,Bed & Breakfast,2,1,35.00
10476754,5/2/16,53997138,34.19115404,-118.1320417,House,1,1,50.00
9229793,5/2/16,47982717,34.1964389,-118.1426412,Bungalow,3,1,135.00
643646,5/2/16,2566730,34.18209243,-118.1371681,House,2,1,55.00
8462800,5/2/16,10596275,34.18140397,-118.1293238,House,4,1,98.00
522020,5/2/16,2566730,34.18225538,-118.1393774,House,2,1,65.00
2345348,5/2/16,11244763,34.18076822,-118.1068747,House,8,3,500.00
5196934,5/2/16,12658999,34.20140892,-118.1495038,House,4,1,85.00
7128734,5/2/16,12658999,34.20126973,-118.1481312,House,2,1,89.00
902788,5/2/16,4825732,34.1825637,-118.1534031,House,2,1,65.00
6079250,5/2/16,1912834,34.20675368,-118.1637769,House,4,3,195.00
6013602,5/2/16,11244763,34.17902693,-118.1064392,House,4,0,200.00
7389360,5/2/16,7271092,34.18246198,-118.1408101,House,4,3,140.00
4768700,5/2/16,24602132,34.1848856,-118.1526304,House,2,1,100.00
48118,5/2/16,219283,34.18556222,-118.1540738,House,10,4,435.00
9157599,5/2/16,4376316,34.19506863,-118.1450322,House,4,1,85.00
506659,5/2/16,2141536,34.18587585,-118.1676134,House,2,1,99.00
3783267,5/2/16,19414002,34.19068619,-118.1254929,Villa,3,1,159.00
11017177,5/2/16,57169358,34.19468363,-118.1657928,House,10,4,350.00
5385260,5/2/16,12658999,34.2019839,-118.1483164,House,2,1,341.00
898252,5/2/16,219283,34.21128849,-118.1652179,House,6,2,219.00
6337539,5/2/16,32998022,34.19345163,-118.1510713,House,5,2,249.00
12037405,5/2/16,9506457,34.17610308,-118.1263765,House,5,2,143.00
9218696,5/2/16,10596275,34.20569197,-118.1353797,House,2,1,99.00
6975304,5/2/16,32151640,34.18512773,-118.1078326,House,4,1,140.00
12710030,5/2/16,14253073,34.18569916,-118.1270006,House,2,1,100.00
2072523,5/2/16,10596275,34.20548554,-118.135374,House,4,0,105.00
10393663,5/2/16,9075857,34.20012993,-118.1633009,House,1,1,81.00
7706798,5/2/16,40483479,34.19058856,-118.1384374,Other,2,1,50.00
8624273,5/2/16,24338691,34.18278389,-118.1120407,House,4,1,350.00
12227565,5/2/16,23862540,34.21239277,-118.1405774,Apartment,2,0,99.00
10186684,5/2/16,52081891,34.17925642,-118.1226207,House,2,0,200.00
9473218,5/2/16,41078879,34.19826314,-118.150427,House,6,3,200.00
1608813,5/2/16,6135752,34.1745613,-118.1001157,Bed & Breakfast,2,1,34.00
1868877,5/2/16,2199480,34.18689698,-118.1449712,Bed & Breakfast,2,1,99.00
3635268,5/2/16,9190174,34.17743151,-118.1266013,House,2,1,125.00
5863395,5/2/16,7725504,34.17878103,-118.1351849,House,1,0,120.00
2026121,5/2/16,707428,34.16895979,-118.1061153,House,7,3,475.00
11048380,5/2/16,57340610,34.20309589,-118.1399673,House,2,1,50.00
7804135,5/2/16,41078879,34.19704274,-118.1506252,House,2,1,50.00
3112180,5/2/16,389657,34.16888747,-118.1115746,House,2,1,55.00
8813695,5/2/16,40156915,34.1701362,-118.114181,House,2,1,90.00
12678608,5/2/16,12485161,34.20810729,-118.1551059,House,6,4,300.00
226609,5/2/16,1181670,34.19261712,-118.1367941,House,2,1,98.00
5929157,5/2/16,30784581,34.20399004,-118.1455543,House,2,1,75.00
5075412,5/2/16,15685966,34.17017641,-118.1053675,House,6,2,199.00
3304088,5/2/16,8442997,34.203101,-118.1488742,Cabin,2,0,75.00
8939727,5/2/16,19933310,34.20172524,-118.1433257,Apartment,2,1,62.00
7278653,5/2/16,2220269,34.17710371,-118.1031204,Apartment,4,1,80.00
9920833,5/2/16,48786274,34.17904337,-118.1352856,House,4,2,399.00
11167474,5/2/16,1747253,34.17457386,-118.0979504,House,2,1,55.00
7494583,5/2/16,37048414,34.18991649,-118.132644,Apartment,2,1,24.00
8018641,5/2/16,42342963,34.17708822,-118.1172237,House,2,1,105.00
1924995,5/2/16,9350600,34.17260257,-118.110664,House,2,1,55.00
1860700,5/2/16,9075857,34.19820553,-118.1644768,House,4,2,105.00
3168377,5/2/16,8986910,34.17735156,-118.1251799,House,6,3,250.00
8084537,5/2/16,41579043,34.17674813,-118.1184136,Apartment,2,0,110.00
9593699,5/2/16,7271092,34.18233714,-118.1399664,House,1,1,59.00
4217123,5/2/16,21886609,34.20666806,-118.1643757,Cabin,2,1,89.00
9626395,5/2/16,49793026,34.18053415,-118.1343208,House,3,0,80.00
10573377,5/2/16,8190317,34.17355959,-118.1045935,House,4,2,150.00
12629858,5/2/16,59693352,34.20922904,-118.1646718,House,2,1,69.00
4738087,5/2/16,10538378,34.18171952,-118.1628446,House,6,3,243.00
8539072,5/2/16,44955097,34.1991752,-118.1459144,House,4,2,125.00
2380122,5/2/16,12159170,34.18996093,-118.1142033,Bed & Breakfast,2,1,149.00
6573847,5/2/16,9641440,34.19848103,-118.1575595,House,6,3,99.00
10051892,5/2/16,47982717,34.19469454,-118.1419951,House,1,1,65.00
9259502,5/2/16,2330965,34.18377824,-118.1604369,Loft,4,0,150.00
8799711,5/2/16,4150619,34.18856689,-118.1331568,Apartment,2,1,75.00
4605018,5/2/16,23862540,34.21082888,-118.1408623,House,4,2,175.00
738178,5/2/16,7725504,34.17893524,-118.1356818,Apartment,2,1,100.00
9847560,5/2/16,1879907,34.2020349,-118.1220305,House,2,1,99.00
9847184,5/2/16,1879907,34.20043266,-118.1235012,House,9,3,775.00
8391306,5/2/16,9653647,34.18534444,-118.1050837,Bed & Breakfast,2,1,120.00
1194408,5/2/16,219283,34.18333944,-118.1539305,House,8,3,275.00
5650482,5/2/16,1862476,34.19158682,-118.1286053,House,4,1,130.00
10553430,5/2/16,1571098,34.19851876,-118.1495019,House,6,1,40.00
602514,5/2/16,2566730,34.18228149,-118.1388323,House,2,1,62.00
11874668,5/2/16,10596275,34.20652842,-118.1328792,House,8,3,295.00
9711698,5/2/16,50139046,34.17136673,-118.1093735,House,2,1,60.00
1781488,5/2/16,9350600,34.17132012,-118.1113983,House,7,4,275.00
11151224,5/2/16,1747253,34.17369235,-118.0963501,House,2,1,55.00
5885271,5/2/16,2382677,34.19841036,-118.120199,House,2,1,55.00
11874928,5/2/16,42618915,34.20100497,-118.1287588,House,8,1,32.00
9907837,5/2/16,1321710,34.19362224,-118.1318709,Bungalow,1,1,40.00
10298375,5/2/16,52984601,34.16907423,-118.104596,Apartment,2,1,67.00
4268564,5/2/16,11451462,34.19345096,-118.1662535,House,6,2,150.00
10035675,5/2/16,23862540,34.21205397,-118.1399379,House,2,0,99.00
8068957,5/2/16,42618915,34.20007122,-118.1295251,House,2,1,48.00
11738926,5/2/16,57340610,34.20295239,-118.1402219,House,2,1,41.00
9970432,5/2/16,38207933,34.20370388,-118.1296316,House,2,1,85.00
4726329,5/2/16,19219800,34.1906725,-118.1485082,House,5,1,800.00
1645234,5/2/16,995280,34.18935224,-118.1599292,House,1,1,106.00
727707,5/2/16,2688621,34.1906311,-118.1227457,Apartment,2,1,90.00
9574564,5/2/16,49564596,34.21282305,-118.1628759,House,4,2,195.00
2038783,5/2/16,10457898,34.17330667,-118.100271,House,2,1,80.00
7129441,5/2/16,12658999,34.20009197,-118.1480636,House,2,1,99.00
7279344,5/2/16,2220269,34.1778926,-118.1023378,House,5,2,115.00
4833906,5/2/16,20049040,34.16988653,-118.1148627,House,6,3,399.00
7278845,5/2/16,2220269,34.17631176,-118.1009942,House,4,2,99.00
