id,last_scraped,host_id,latitude,longitude,accommodates,bedrooms,price
4484361,3/7/19,23264771,34.17713,-118.28533,2,0,115.00
4484445,3/7/19,8987489,34.01642,-118.40666,2,1,115.00
4484735,3/6/19,23228415,33.73807,-118.28447,2,1,85.00
4485653,3/7/19,6230554,34.09133,-118.25665,4,1,159.00
4485875,3/6/19,23275125,34.11247,-118.38595,5,3,300.00
4490396,3/7/19,10088844,34.02797,-118.35041,2,1,162.00
4492014,3/7/19,23301068,34.0314,-118.36272,2,1,62.00
4493109,3/7/19,7720061,34.16524,-118.36448,3,1,85.00
4493651,3/6/19,23309015,33.9988,-118.45455,3,1,198.00
4494476,3/6/19,7231358,34.11361,-118.20653,6,3,250.00
4494881,3/7/19,23316307,33.98092,-118.46797,3,1,139.00
4495217,3/7/19,23318179,33.78911,-118.30398,2,1,65.00
4496449,3/7/19,1253110,34.49611,-118.33905,6,3,120.00
4497935,3/6/19,23330103,33.9774,-118.46416,2,1,105.00
4500243,3/7/19,9535452,33.76369,-118.1704,3,1,175.00
4500513,3/7/19,3031799,34.16464,-118.37307,2,1,80.00
4501716,3/7/19,23346832,34.07989,-118.26704,5,2,150.00
4502159,3/7/19,12812392,34.10125,-118.33564,4,0,119.00
4502815,3/7/19,479903,34.10548,-118.30552,1,0,70.00
4502959,3/7/19,13901900,33.8304,-118.1724,2,1,70.00
4503042,3/7/19,18215480,33.88558,-118.40765,6,2,375.00
4503307,3/7/19,6707112,34.03558,-118.49016,2,1,84.00
4504074,3/6/19,3109193,34.11023,-118.27774,3,1,81.00
4504708,3/7/19,23384097,34.14427,-118.36236,2,1,149.00
4505847,3/7/19,23366817,34.10681,-118.32183,2,0,89.00
4508643,3/7/19,13320150,34.05561,-118.20908,4,1,76.00
4509145,3/7/19,23381211,33.84415,-118.1433,6,3,230.00
4510204,3/6/19,16660123,34.03994,-118.3163,4,1,65.00
4511279,3/7/19,23391696,34.13628,-118.20395,5,2,129.00
4511374,3/7/19,20049040,34.17065,-118.11399,2,1,199.00
4511418,3/7/19,1449827,34.14002,-118.13707,2,1,100.00
4511479,3/7/19,23392448,34.15022,-118.12213,4,2,100.00
4512036,3/7/19,14293161,33.99079,-118.476,12,7,922.00
4512418,3/7/19,3974101,34.1596,-118.38704,3,0,90.00
4512765,3/7/19,20709491,34.1436,-118.10401,2,1,89.00
4512980,3/7/19,828729,33.89348,-118.33025,5,2,117.00
4513058,3/7/19,20076782,34.17382,-118.36556,1,1,55.00
4517240,3/7/19,9073668,34.05878,-118.3643,3,1,125.00
4517871,3/6/19,6258993,33.98419,-118.46981,4,2,220.00
4519165,3/6/19,11364720,34.06094,-118.2766,2,0,150.00
4519329,3/6/19,2460158,34.08133,-118.3722,1,1,60.00
4520702,3/7/19,21382948,34.3911,-118.58945,2,1,125.00
4524029,3/7/19,14339865,34.23612,-118.26469,9,3,154.00
4525124,3/7/19,23458477,34.11668,-118.36857,12,4,2400.00
4525134,3/7/19,23458539,34.06217,-118.28102,2,1,95.00
4526349,3/7/19,12502567,33.88276,-118.39031,2,1,99.00
4526431,3/6/19,607851,33.98038,-118.46535,8,3,500.00
4526471,3/7/19,4602272,34.05053,-118.26685,2,1,104.00
4526809,3/6/19,23467689,34.10539,-118.33823,3,0,130.00
4527218,3/7/19,9877669,34.15788,-118.45839,4,1,79.00
4529762,3/7/19,17222823,34.09874,-117.7332,2,1,125.00
4530643,3/6/19,11580312,34.06675,-118.34841,4,2,110.00
4530773,3/7/19,1511369,34.09364,-118.35558,4,1,162.00
4531435,3/7/19,3850241,34.07234,-118.38508,2,1,99.00
4531939,3/6/19,9475180,33.97887,-118.33677,2,0,43.00
4533240,3/7/19,13243133,33.99056,-118.45707,2,1,70.00
4538549,3/7/19,21797987,34.15968,-118.12458,6,3,400.00
4538726,3/6/19,13838514,34.06054,-118.34669,3,2,345.00
4539576,3/7/19,1320729,34.02406,-118.43804,3,1,135.00
4539786,3/7/19,23533704,34.05602,-118.42184,2,1,129.00
4540037,3/7/19,8258320,34.08584,-118.37986,2,1,195.00
4540471,3/7/19,189473,34.20748,-118.42533,3,0,69.00
4540550,3/7/19,1024325,33.98676,-118.45,2,0,102.00
4540955,3/7/19,6701883,34.08512,-118.36236,2,1,85.00
4541346,3/7/19,761042,34.07558,-118.28704,4,1,82.00
4541421,3/6/19,2849545,33.98461,-118.47027,4,1,125.00
4541582,3/7/19,18352094,33.99268,-118.47851,2,0,130.00
4541896,3/7/19,21321,34.08529,-118.35794,2,1,99.00
4547629,3/7/19,21464390,33.7674,-118.13628,3,2,225.00
4549315,3/7/19,23458912,34.03157,-118.50523,5,3,427.00
4550473,3/7/19,23593492,34.02441,-118.26677,6,2,148.00
4553412,3/7/19,2637944,34.10658,-118.20838,4,1,199.00
4554000,3/7/19,8119681,34.10617,-118.36895,5,2,249.00
4557144,3/7/19,7900637,34.09033,-118.36645,2,0,111.00
4558227,3/7/19,23630382,34.08533,-118.33205,2,1,54.00
4558907,3/7/19,2435461,34.07152,-118.25532,2,1,95.00
4558966,3/7/19,21504393,34.03631,-118.28217,2,1,64.00
4558987,3/7/19,12041290,34.02309,-118.50342,4,1,120.00
4559291,3/7/19,6012268,34.09372,-118.33304,2,0,89.00
4565877,3/7/19,84139,34.17053,-118.36451,3,1,73.00
4566370,3/7/19,3369954,34.06783,-118.45188,1,1,85.00
4566593,3/7/19,101928,34.0226,-118.46445,5,2,175.00
4566972,3/7/19,23672572,34.14582,-117.92321,2,1,25.00
4568195,3/7/19,761042,34.16445,-118.46897,4,2,112.00
4568430,3/7/19,22970431,34.05229,-118.35899,5,3,450.00
4569465,3/7/19,670790,34.09211,-118.21355,2,1,38.00
4572171,3/6/19,13004311,33.9949,-118.47723,4,1,159.00
4572172,3/6/19,1905704,33.98422,-118.46892,9,2,295.00
4573240,3/7/19,23705864,34.16419,-118.42267,2,1,95.00
4573768,3/7/19,144855,34.14063,-118.19956,2,0,68.00
4575206,3/7/19,23715757,34.09945,-118.20507,2,1,39.00
4575845,3/7/19,23719723,34.17056,-118.44536,2,1,70.00
4576226,3/6/19,1460773,34.08146,-118.30948,1,1,47.00
4576274,3/7/19,23722312,34.12258,-118.05708,7,3,328.00
4579221,3/6/19,23737132,34.10205,-118.34448,4,1,116.00
4579250,3/6/19,23737132,34.10145,-118.34468,3,0,102.00
4581155,3/7/19,13209043,33.98909,-118.47617,7,3,299.00
4581249,3/7/19,12041290,34.02233,-118.50486,4,1,105.00
4581577,3/7/19,9464908,33.97036,-118.34826,2,1,35.00
4581938,3/7/19,23750651,34.17817,-118.14266,6,2,121.00
4582722,3/7/19,931957,34.07835,-118.25463,3,2,178.00
4583081,3/7/19,6773318,34.08873,-118.28045,5,2,199.00
4583101,3/7/19,23756092,34.08181,-118.37643,1,1,75.00
4583488,3/6/19,10851158,34.09906,-118.34713,3,1,110.00
4586680,3/7/19,12080974,34.00489,-118.43429,12,5,535.00
4587443,3/7/19,16382235,33.98776,-118.43657,4,2,195.00
4589019,3/6/19,5488673,34.10579,-118.31443,2,1,91.00
4589154,3/7/19,7512943,33.76684,-118.1971,2,1,125.00
4589634,3/7/19,15832109,34.07384,-118.09462,4,1,40.00
4593604,3/6/19,23737132,34.10156,-118.34511,4,1,116.00
4594280,3/6/19,23737132,34.10304,-118.34517,2,0,97.00
4594688,3/6/19,23737132,34.10149,-118.34381,3,0,98.00
4595506,3/7/19,9818178,34.06208,-118.36167,2,1,95.00
4595746,3/7/19,23822177,34.07954,-118.2869,8,1,100.00
4596007,3/7/19,13629197,34.07633,-118.25608,2,1,80.00
4596475,3/6/19,12039254,33.99507,-118.42051,5,2,135.00
4597000,3/6/19,22120993,34.11206,-118.3338,8,4,500.00
4597588,3/7/19,22347611,34.00514,-118.45294,4,2,375.00
4597700,3/7/19,22304742,33.99989,-118.31679,1,1,36.00
4598406,3/7/19,101928,34.02521,-118.46294,2,1,95.00
4598828,3/7/19,8203386,34.06637,-118.35016,5,2,170.00
4605018,3/7/19,23862540,34.21083,-118.14086,5,2,130.00
4605474,3/7/19,13777870,34.10086,-118.37723,7,4,1499.00
4606495,3/6/19,2364057,34.08818,-118.30431,2,1,80.00
4606533,3/7/19,16004664,33.95879,-118.42601,4,0,115.00
4606564,3/7/19,23870102,34.05834,-118.21268,6,2,135.00
4606691,3/6/19,23737132,34.10176,-118.34354,3,0,100.00
4607027,3/7/19,23872381,34.16126,-118.61429,2,1,75.00
4607051,3/7/19,11817384,33.95677,-118.38706,2,1,75.00
4607935,3/7/19,23877321,34.15058,-118.25238,5,2,159.00
4608044,3/7/19,21016713,34.01457,-118.07861,3,1,49.00
4609088,3/7/19,9527,34.00169,-118.45268,2,2,155.00
4612533,3/6/19,7315402,34.06692,-118.45237,3,2,71.00
4613365,3/7/19,22197219,34.08693,-118.36264,1,1,200.00
4613691,3/6/19,3383288,34.08815,-118.3226,4,1,65.00
4614406,3/7/19,20450485,34.10118,-118.33874,3,1,185.00
4616105,3/6/19,18519457,34.09274,-118.30097,4,1,60.00
4616984,3/7/19,23877037,34.12298,-118.04244,2,1,148.00
4622760,3/7/19,6121136,34.07861,-118.25673,3,1,135.00
4623018,3/7/19,6121136,34.07953,-118.25749,3,1,135.00
4623562,3/7/19,5154680,34.0802,-118.36575,2,1,87.00
4624020,3/7/19,5371067,33.9942,-118.4783,2,1,99.00
4624167,3/6/19,23386396,34.01942,-118.80954,4,2,199.00
4624395,3/7/19,17089811,34.10484,-118.31372,1,1,69.00
4624526,3/6/19,23715470,34.16533,-118.35712,2,0,99.00
4624548,3/7/19,13460898,33.7434,-118.36568,1,1,51.00
4624842,3/7/19,13871090,34.06659,-118.34958,4,1,89.00
4625176,3/6/19,295947,33.85887,-118.38384,6,3,125.00
4625389,3/6/19,23957010,34.05538,-118.38365,2,1,70.00
4625621,3/6/19,5775998,34.12154,-118.21021,1,1,74.00
4629321,3/7/19,19199108,34.00285,-118.44665,2,0,77.00
4630944,3/7/19,6113281,34.08129,-118.31378,2,1,90.00
4631412,3/7/19,19298557,34.09657,-118.3369,4,1,128.00
4632444,3/7/19,762994,33.99395,-118.46234,4,1,400.00
4633234,3/7/19,11844420,33.82653,-118.31553,2,1,105.00
4636989,3/7/19,5511770,34.08266,-118.19851,2,1,73.00
4637711,3/6/19,24012608,34.10891,-118.28546,2,1,200.00
4637876,3/7/19,22363,34.11585,-118.26028,6,2,145.00
4638001,3/7/19,16834597,34.08599,-118.37889,6,3,400.00
4639002,3/7/19,24018492,34.08094,-118.27451,2,1,81.00
4639402,3/7/19,24020768,34.08046,-118.36966,6,3,595.00
4640045,3/6/19,14457584,34.10672,-118.32442,1,1,39.00
4642716,3/7/19,24037335,33.996,-118.4413,8,3,400.00
4643858,3/7/19,24042451,33.95687,-118.43695,2,1,77.00
4644788,3/7/19,5577396,34.11973,-118.2619,7,3,163.00
4645755,3/7/19,24052328,34.28213,-118.51485,2,0,89.00
4653987,3/7/19,8566883,34.12842,-118.34463,8,5,500.00
4654077,3/7/19,24091209,34.04068,-118.23582,4,0,150.00
4654420,3/6/19,24092567,34.06234,-118.38241,6,2,153.00
4658566,3/7/19,24108656,34.11527,-118.58063,6,3,2500.00
4659868,3/6/19,1408419,34.14662,-118.40483,9,4,725.00
4661030,3/7/19,91136,34.04958,-118.26765,2,0,110.00
4661383,3/7/19,13243133,33.99011,-118.45695,2,1,70.00
4661686,3/7/19,21937720,34.25847,-118.35403,6,2,220.00
4661760,3/6/19,2635937,34.0532,-118.44314,2,1,80.00
4662327,3/6/19,11735664,34.06518,-118.34916,3,1,125.00
4662943,3/7/19,24127582,34.04255,-118.37169,2,1,69.00
4663197,3/7/19,24128984,34.05396,-118.33917,4,2,195.00
4663516,3/6/19,17215659,34.17411,-118.20504,1,1,45.00
4664077,3/7/19,7486972,34.04639,-118.33627,2,1,89.00
4668639,3/7/19,11044454,34.04759,-118.36571,4,2,125.00
4668681,3/7/19,19015,34.10795,-118.27478,4,2,110.00
4669358,3/7/19,1836899,34.08686,-118.27715,4,2,200.00
4669812,3/7/19,20368819,33.85938,-118.38298,2,1,100.00
4671437,3/6/19,24048383,34.12796,-118.37853,2,1,100.00
4672208,3/7/19,24168951,34.08806,-118.35689,1,1,75.00
4672465,3/7/19,2666945,34.14772,-118.44682,2,1,90.00
4677679,3/7/19,22355348,34.0691,-118.34986,6,2,185.00
4677962,3/7/19,219283,34.17084,-118.27212,8,3,615.00
4680055,3/7/19,4361175,34.09511,-118.36941,2,1,195.00
4680505,3/7/19,21595592,34.11861,-118.26186,4,2,235.00
4686315,3/7/19,4051877,34.08278,-118.09449,4,1,80.00
4688134,3/7/19,24237273,34.14115,-118.36838,2,1,175.00
4689043,3/7/19,15832109,34.07209,-118.09645,6,1,50.00
4693119,3/7/19,11016274,33.77117,-118.13588,2,0,99.00
4694175,3/7/19,9111869,34.03619,-118.32205,3,0,96.00
4694564,3/7/19,8138872,34.13828,-118.00845,5,2,125.00
4694804,3/7/19,13871090,34.06774,-118.34741,5,1,150.00
4695587,3/6/19,10285792,33.96068,-118.45146,6,3,250.00
4698390,3/7/19,15041820,34.02093,-118.40307,2,1,89.00
4699898,3/7/19,5112844,33.75892,-118.11593,1,3,59.00
4700327,3/7/19,24297683,34.18704,-118.31445,2,1,75.00
4700455,3/7/19,5112844,33.76566,-118.17081,1,1,49.00
4700567,3/7/19,15975231,33.75981,-118.14425,3,1,110.00
4700678,3/6/19,24299366,34.08795,-118.36176,3,1,115.00
4701209,3/7/19,24301785,33.83961,-118.38397,9,4,300.00
4702073,3/6/19,13166214,34.10389,-118.34035,3,1,75.00
4702591,3/7/19,24308969,34.08838,-118.21635,4,2,129.00
4705326,3/7/19,19980652,34.09275,-118.38805,2,1,119.00
4706190,3/7/19,7391588,34.24725,-118.54631,2,1,40.00
4707332,3/7/19,24328030,34.10208,-118.27888,6,2,300.00
4708239,3/6/19,15973150,34.03252,-118.28238,2,1,20.00
4708662,3/6/19,23737132,34.10223,-118.34504,4,1,116.00
4708904,3/6/19,23737132,34.10371,-118.34411,4,1,113.00
4709276,3/6/19,24338192,34.10422,-118.30446,1,1,80.00
4709882,3/6/19,7205712,33.98772,-118.36229,3,1,90.00
4716603,3/7/19,24367852,34.18291,-118.11119,1,1,75.00
4718216,3/6/19,21299325,33.9979,-118.47306,2,1,180.00
4718682,3/6/19,5466700,34.17731,-118.27611,4,2,298.00
4719647,3/7/19,24380675,34.14717,-118.41602,4,2,180.00
4719762,3/7/19,2900747,34.19871,-118.35055,2,1,57.00
4720083,3/7/19,9872749,34.10919,-118.36688,10,4,1169.00
4720707,3/7/19,5592294,34.12554,-118.34523,2,1,294.00
4720740,3/7/19,24385107,34.00631,-118.46291,7,3,450.00
4726329,3/6/19,19219800,34.19067,-118.14851,3,2,86.00
4727863,3/7/19,9862811,34.10394,-118.27343,5,2,185.00
4730115,3/7/19,8369948,34.17044,-118.35136,3,1,90.00
4730634,3/7/19,24151239,34.05032,-118.4641,2,1,75.00
4730678,3/7/19,17981722,34.09886,-118.32714,7,2,243.00
4735389,3/7/19,21937720,34.25728,-118.35406,4,2,175.00
4736285,3/7/19,12745081,34.07866,-118.32172,2,1,79.00
4737949,3/6/19,15450231,34.03668,-118.46522,4,2,170.00
4738087,3/7/19,10538378,34.18172,-118.16284,6,3,149.00
4738742,3/6/19,1981824,34.1061,-118.32491,1,1,30.00
4741103,3/7/19,2957583,33.99146,-118.4676,4,2,250.00
4741346,3/6/19,24475208,34.109,-118.20386,2,1,50.00
4744424,3/7/19,11613932,33.90768,-118.36992,2,1,72.00
4744537,3/7/19,24488641,34.08806,-118.38105,2,1,89.00
4744781,3/7/19,24489820,34.1039,-118.31303,2,1,49.00
4744924,3/7/19,21979259,34.05576,-118.2955,6,2,160.00
4745407,3/7/19,17126118,33.99625,-118.45331,3,2,135.00
4745674,3/7/19,1700564,34.07946,-118.35785,1,1,68.00
4746550,3/7/19,10084695,34.14771,-118.3635,4,2,275.00
4746568,3/7/19,21504393,34.03813,-118.28002,2,1,69.00
4746909,3/7/19,24500225,34.09095,-118.37488,2,1,125.00
4750207,3/7/19,110845,34.00494,-118.4597,6,3,640.00
4751010,3/7/19,12745081,34.07661,-118.32177,2,1,79.00
4752582,3/6/19,24524835,34.09337,-118.30004,2,1,110.00
4752727,3/7/19,24525758,34.0306,-118.34962,1,1,65.00
4753419,3/6/19,24529544,34.04057,-118.42195,2,1,225.00
4753431,3/6/19,5592355,34.08409,-118.37147,6,3,375.00
4753559,3/6/19,24530366,34.09562,-118.35971,2,2,95.00
4754117,3/7/19,4597992,34.08501,-118.37201,2,1,149.00
4754844,3/7/19,23139751,33.98761,-118.42989,2,1,76.00
4755626,3/6/19,5151735,34.04679,-118.26107,1,1,42.00
4758447,3/7/19,22718518,34.06543,-118.3644,2,1,85.00
4759965,3/6/19,24561058,33.90833,-118.33975,1,0,132.00
4760553,3/7/19,24563887,34.00117,-117.95852,3,1,48.00
4765593,3/6/19,497768,34.11627,-118.2062,2,1,105.00
4765675,3/7/19,24587595,34.06663,-118.24464,2,1,77.00
4765892,3/6/19,24588620,34.24089,-118.56163,2,1,189.00
4766976,3/7/19,24592484,34.08071,-118.29497,2,1,44.00
4767007,3/7/19,16188614,33.99881,-118.45261,6,1,139.00
4767157,3/6/19,24530998,34.21543,-118.63157,6,1,150.00
4767159,3/7/19,24594572,34.0932,-118.2587,2,1,92.00
4767716,3/7/19,10822388,34.0772,-118.35504,2,1,250.00
4768705,3/6/19,24601747,34.09167,-118.36155,2,0,100.00
4768820,3/6/19,24602624,34.04702,-118.46017,2,1,105.00
4769578,3/7/19,12658759,34.09375,-118.32374,4,0,104.00
4770938,3/7/19,24108656,34.11464,-118.58143,3,1,250.00
4773910,3/7/19,24622374,34.03875,-118.71199,10,4,524.00
4775245,3/7/19,24628364,34.09203,-118.35544,2,1,75.00
4775470,3/7/19,24307429,34.04431,-118.33511,3,1,80.00
4776256,3/7/19,24632560,34.06156,-118.75203,8,2,386.00
4776301,3/7/19,20037653,34.00559,-118.45368,3,0,150.00
4776635,3/7/19,12225435,34.09972,-118.28035,2,1,120.00
4776807,3/7/19,6277851,34.10579,-118.33717,4,1,119.00
4777117,3/7/19,10658835,33.97419,-118.4611,2,1,274.00
4777199,3/6/19,1456157,34.04021,-118.31513,5,1,200.00
4777723,3/7/19,24639461,34.09881,-118.05556,6,2,128.00
4778069,3/7/19,190753,34.08111,-118.2724,3,1,130.00
4778483,3/7/19,11940281,34.06923,-118.35164,7,2,85.00
4778658,3/6/19,21460440,34.14548,-118.13788,2,1,250.00
4782181,3/7/19,2324191,34.04258,-118.3467,2,1,70.00
4783355,3/6/19,3079543,34.08229,-118.31387,2,1,88.00
4785719,3/7/19,24671404,33.90081,-118.41849,2,1,149.00
4785938,3/7/19,24672293,33.78346,-118.14194,2,1,55.00
4786001,3/7/19,24672556,34.0661,-118.38904,1,1,73.00
4786087,3/6/19,8659720,34.09381,-118.36948,4,2,120.00
4787294,3/7/19,4482023,34.1998,-118.13852,2,1,79.00
4792254,3/6/19,24698673,34.10136,-118.35171,1,1,300.00
4793988,3/6/19,24706119,34.18584,-118.39546,4,0,100.00
4794475,3/7/19,24708112,34.14527,-118.26285,9,3,229.00
4794766,3/7/19,24706119,34.18641,-118.39475,2,1,77.00
4795129,3/7/19,24711343,34.10447,-118.34227,1,1,85.00
4795828,3/7/19,23717184,34.09212,-118.33242,2,1,109.00
4801459,3/7/19,17051535,34.1576,-118.10192,2,0,95.00
4802903,3/6/19,20033519,34.14334,-118.11318,2,1,125.00
4803044,3/6/19,3833110,34.19151,-118.11781,4,1,250.00
4803572,3/7/19,24746749,34.08686,-118.34348,2,1,60.00
4803920,3/7/19,842467,34.10848,-118.28995,5,3,165.00
4805121,3/7/19,9511316,34.09347,-118.13093,4,2,180.00
4808274,3/7/19,3991958,34.11752,-118.28708,4,2,189.00
4809277,3/7/19,14936591,34.06834,-118.35563,6,2,299.00
4809530,3/7/19,24768289,34.11486,-118.23384,2,0,85.00
4809737,3/7/19,14522379,34.10957,-118.36641,5,2,1250.00
4810241,3/7/19,13871090,34.06798,-118.34795,5,1,115.00
4810304,3/7/19,24775866,33.98963,-118.47572,2,0,150.00
4810815,3/7/19,22718518,34.06717,-118.36442,1,1,75.00
4811214,3/7/19,12354543,34.15073,-118.36139,6,3,380.00
4811375,3/7/19,11810974,34.09039,-118.46495,2,1,99.00
4816071,3/6/19,1699873,34.10656,-118.31398,2,1,125.00
4821655,3/6/19,24828979,34.06097,-118.34249,2,1,90.00
4822006,3/7/19,17466831,33.99725,-118.46628,9,4,279.00
4823654,3/7/19,10280022,34.07699,-118.20973,4,2,99.00
4824547,3/6/19,298288,34.08251,-118.25162,4,2,125.00
4828543,3/7/19,24170533,34.22091,-118.41841,2,2,50.00
4830443,3/6/19,8617424,34.06542,-118.36164,4,1,150.00
4830835,3/6/19,10113260,33.93015,-118.40299,4,2,299.00
4831102,3/6/19,4335745,34.0792,-118.28491,2,1,65.00
4831227,3/6/19,112834,33.8111,-118.30451,2,1,52.00
4831365,3/7/19,8851608,34.14622,-118.34266,3,0,117.00
4831691,3/7/19,24672293,33.78342,-118.13646,2,1,98.00
4832477,3/7/19,5912335,34.00008,-118.45313,2,1,100.00
4833867,3/7/19,2962288,34.10639,-118.33596,2,1,199.00
4838832,3/7/19,24903369,34.16867,-118.32589,4,2,299.00
4839411,3/6/19,6734458,34.05746,-118.31233,4,1,90.00
4839620,3/7/19,5408882,33.99665,-118.46934,2,1,200.00
4840355,3/7/19,17225067,34.04819,-118.24825,2,0,95.00
4840455,3/7/19,19780135,33.90044,-118.41337,6,4,1000.00
4841534,3/6/19,954297,34.09797,-118.28444,2,1,95.00
4841840,3/7/19,19144760,34.1144,-117.74903,3,1,225.00
4842628,3/7/19,13319035,34.06428,-118.34702,2,1,109.00
4842895,3/7/19,14559296,33.96087,-118.43694,3,1,79.00
4846218,3/6/19,24936471,33.88663,-118.4049,2,2,150.00
4846913,3/7/19,2286140,34.07424,-118.32481,2,1,125.00
4847310,3/7/19,9464908,33.9701,-118.34823,2,1,29.00
4847530,3/7/19,8304453,34.14543,-117.96275,6,4,1200.00
4848364,3/6/19,24945078,34.16023,-118.25701,1,1,46.00
4848497,3/7/19,970048,34.10656,-118.31354,3,1,82.00
4848665,3/6/19,10315628,34.04029,-118.30203,1,1,44.00
4848750,3/7/19,24947979,33.77121,-118.19272,2,1,149.00
4848752,3/7/19,8738435,34.07879,-118.27496,6,3,295.00
4848981,3/7/19,24949139,33.90304,-118.41833,5,2,209.00
4849148,3/7/19,3035887,34.09214,-118.2735,2,1,153.00
4849228,3/7/19,24950300,33.99252,-118.47002,2,0,164.00
4850511,3/7/19,22252669,34.17851,-118.32144,2,0,82.00
4850870,3/7/19,21711660,34.05036,-118.25276,3,0,143.00
4854768,3/7/19,10686770,34.02214,-118.40399,16,0,900.00
4854899,3/7/19,24975185,33.76602,-118.17535,2,1,110.00
4854913,3/6/19,24975469,34.09279,-118.28003,2,0,67.00
4855562,3/6/19,3820864,34.14099,-118.34091,2,0,999.00
4855838,3/6/19,24979987,34.07334,-118.39545,2,1,150.00
4856866,3/6/19,15402807,34.12411,-118.17907,2,1,250.00
4857247,3/6/19,15402807,34.12367,-118.17934,2,1,200.00
4857633,3/7/19,1763193,34.06936,-118.31347,2,1,169.00
4860562,3/6/19,954297,34.0995,-118.28378,2,1,103.00
4861040,3/7/19,20670114,34.06401,-118.37426,3,1,135.00
4861200,3/7/19,25005127,34.10298,-118.18625,5,2,99.00
4861432,3/7/19,4981837,34.04211,-118.46535,4,2,140.00
4861497,3/7/19,24692790,34.04202,-118.42625,2,1,95.00
4861557,3/7/19,21985492,34.10217,-118.34551,2,0,120.00
4861781,3/7/19,3473619,34.10857,-118.32217,1,1,58.00
4862347,3/6/19,21458609,33.98873,-118.46611,6,2,372.00
4862935,3/6/19,19129414,34.07439,-118.2182,5,1,125.00
4863562,3/7/19,13871090,34.06453,-118.34363,3,0,150.00
4865973,3/7/19,15832109,34.07267,-118.09383,4,1,35.00
4866114,3/7/19,15832109,34.07378,-118.09428,4,1,45.00
4866371,3/7/19,11708363,34.15085,-118.1798,2,1,115.00
4866756,3/7/19,25033308,33.76765,-118.1709,2,1,75.00
4866953,3/7/19,25034367,34.16488,-118.44018,4,2,157.00
4867585,3/7/19,13284034,34.0932,-118.33096,2,1,125.00
4867887,3/7/19,25039237,34.06172,-118.24604,6,2,145.00
4868735,3/7/19,25033308,33.76648,-118.17056,2,1,79.00
4873585,3/7/19,1434270,34.08758,-118.24874,6,2,200.00
4874725,3/6/19,6399620,34.02468,-118.32856,2,1,60.00
4875822,3/7/19,7089238,34.16558,-118.27846,2,1,120.00
4879727,3/7/19,23872381,34.16166,-118.61534,1,1,60.00
4880674,3/7/19,5819649,33.99308,-118.46946,4,1,360.00
4880771,3/7/19,15679622,34.13173,-118.18327,5,2,250.00
4881948,3/7/19,6824743,34.08787,-118.35131,5,2,225.00
4882240,3/7/19,15626218,34.25588,-118.31534,1,1,65.00
4885382,3/7/19,91136,34.05052,-118.26494,2,0,99.00
4885710,3/7/19,25135384,34.1485,-118.11364,2,1,85.00
4886287,3/6/19,25138321,33.99787,-118.45523,2,0,120.00
4887379,3/7/19,24615600,34.04652,-118.35022,1,1,70.00
4888722,3/7/19,25147343,33.98899,-117.9183,7,2,139.00
4892398,3/7/19,25173673,33.99376,-117.93302,2,1,40.00
4892696,3/7/19,11979221,34.07678,-118.31341,2,1,165.00
4895022,3/7/19,8837639,33.96474,-118.38398,4,1,96.00
4896074,3/6/19,1991804,34.04808,-118.46224,2,1,95.00
4896506,3/7/19,13046015,34.11893,-118.39812,4,2,250.00
4899291,3/6/19,16644446,34.10144,-118.33741,5,2,499.00
4900356,3/7/19,17795108,34.11613,-118.31269,2,1,69.00
4900362,3/7/19,17795108,34.11735,-118.31325,2,1,65.00
4900481,3/7/19,17795108,34.11596,-118.31333,2,1,125.00
4901207,3/7/19,25229156,34.0948,-118.33802,6,2,205.00
4903221,3/7/19,12346934,34.21735,-118.22431,1,1,120.00
4903718,3/7/19,7635095,33.8257,-118.19734,2,1,89.00
4906306,3/7/19,25260321,34.03844,-118.26251,2,0,220.00
4907055,3/7/19,25261072,33.95816,-118.38992,1,1,65.00
4908989,3/7/19,25275808,34.03594,-118.3155,2,1,50.00
4909049,3/7/19,25275808,34.03563,-118.31415,7,4,245.00
4909347,3/7/19,12502567,33.88268,-118.39145,2,1,99.00
4914315,3/7/19,4378151,34.11477,-118.26657,2,0,59.00
4914460,3/7/19,24942115,34.05003,-118.34066,6,2,160.00
4916080,3/7/19,4378151,34.14174,-118.24879,2,0,59.00
4916350,3/6/19,2892284,33.98997,-118.45515,3,1,150.00
4916407,3/6/19,2419735,34.10386,-118.33314,2,1,100.00
4916549,3/7/19,19140769,33.86696,-118.38882,2,1,100.00
4916889,3/7/19,2341669,34.12198,-118.19457,3,1,100.00
4916997,3/7/19,14457055,34.08247,-118.27766,4,1,185.00
4917508,3/7/19,25326961,33.98422,-118.46879,4,2,125.00
4917748,3/6/19,25328367,34.03582,-118.46909,2,1,60.00
4922112,3/7/19,1323354,34.11021,-118.32565,6,2,120.00
4922652,3/7/19,1338994,34.10273,-118.29041,3,2,175.00
4923194,3/7/19,1323354,34.10892,-118.32575,4,1,125.00
4923555,3/6/19,1323354,34.11035,-118.32463,2,1,111.00
4924524,3/7/19,25365255,33.99551,-118.41514,4,1,115.00
4925003,3/7/19,25368349,33.90059,-118.4159,3,2,1500.00
4925772,3/7/19,10182297,34.21298,-118.57182,4,2,38.00
4929392,3/7/19,24385356,34.13514,-118.0228,10,5,275.00
4931462,3/7/19,25404656,34.06074,-118.35721,6,2,150.00
4931662,3/7/19,1008097,34.19883,-118.50197,8,3,400.00
